ID,Date,Subject,Type,Activity,Start,End,,,,,
588,3/12/2024,Career,Plan,Career Fair plan p1,10:02 AM,10:43 AM,,,,,
589,3/12/2024,Career,Prep,Career fair prep ppt slides p1,10:47 AM,10:57 AM,,,,,
590,3/12/2024,Career,Prep,Career fair prep ppt slides p2,11:19 AM,11:24 AM,,,,,
591,3/12/2024,Career,Prep,Sift through CS majored companies,11:25 AM,12:00 PM,,,,,
592,3/12/2024,Career,Prep,Sift through all-major centered companies p1,12:00 PM,12:16 PM,,,,,
593,3/12/2024,Career,Prep,Sift through all-major centered companies p2,2:03 PM,2:25 PM,,,,,
594,3/12/2024,Career,Prep,Rank Jobs,2:26 PM,2:43 PM,,,,,
595,3/12/2024,Career,Prep,Create 3 Qs for top 3 companies,2:44 PM,2:56 PM,,,,,
596,3/12/2024,Circuits,Lab,Lab #3 watch video,3:25 PM,4:25 PM,,,,,
597,3/13/2024,School,Prep,Attempt to sign up for classes,9:11 AM,9:26 AM,,,,,
598,3/13/2024,Career,Prep,Update Resume p1,9:33 AM,10:10 AM,,,,,
599,3/13/2024,Career,Prep,Update Resume p2 + print out,10:32 AM,11:14 AM,,,,,
600,3/13/2024,Career,Prep,Make elevator speech,11:15 AM,12:28 PM,,,,,
601,3/13/2024,Career,Prep,Company research,12:45 PM,12:57 PM,,,,,
602,3/14/2024,School,Prep,"Sign up for Fall 2024, Spring 2025",10:01 AM,10:43 AM,,,,,
603,3/14/2024,Career,Homework,Send emails to employers p1,10:48 AM,11:00 AM,,,,,
604,3/14/2024,Career,Homework,Send emails to employers p2,11:06 AM,11:20 AM,,,,,
605,3/14/2024,Career,Homework,Research aeroseal company,1:34 PM,1:43 PM,,,,,
606,3/14/2024,Finance,Reading,Reading ch 8 insurance p1,4:31 PM,5:22 PM,,,,,
607,3/14/2024,Finance,Quiz,Ch 8 Quiz,5:39 PM,6:14 PM,,,,,
608,3/15/2024,Finance,Reading,Reading ch 8 insurance p2,10:00 AM,10:08 AM,,,,,
609,3/16/2024,Social,Prep,Jessica Meeting Prep,12:05 PM,12:52 PM,,,,,
610,3/16/2024,Databases,Homework,Email Cong Wu,12:57 PM,1:00 PM,,,,,
611,3/16/2024,Career,Homework,Email for CS career opportunity,1:00 PM,1:42 PM,,,,,
612,3/16/2024,Databases,Homework,Project part A p1,1:43 PM,2:40 PM,,,,,
613,3/16/2024,Databases,Homework,Project part A p2,3:42 PM,4:01 PM,,,,,
614,3/16/2024,Finance,Quiz,HW Quiz ch08 pB,4:04 PM,5:33 PM,,,,,
615,3/16/2024,Data SA,Project,Project #4 p1,6:37 PM,7:37 PM,,,,,
616,3/16/2024,Data SA,Project,Project #4 p2,7:54 PM,8:44 PM,,,,,
617,3/17/2024,Data SA,Project,Project #4 p3,10:38 AM,11:38 AM,,,,,
618,3/17/2024,Data SA,Project,Project #4 p4,11:48 AM,12:48 PM,,,,,
619,3/17/2024,Data SA,Project,Project #4 p5,1:18 PM,2:59 PM,,,,,
620,3/17/2024,Data SA,Project,Project #4 p6,3:15 PM,3:34 PM,,,,,
621,3/17/2024,Productivity,Data Entry,March 1 - March 17 Data Entry,4:30 PM,5:15 PM,,,,,
622,3/18/2024,Data SA,Project,Project #4 p7,9:08 AM,10:05 AM,,,,,
623,3/18/2024,Data SA,Project,Project #4 p8,11:15 AM,12:49 PM,,,,,
624,3/18/2024,Data SA,Project,Project #4 p9,12:59 PM,1:59 PM,,,,,
625,3/18/2024,Data SA,Project,Project #4 p10,2:43 PM,4:18 PM,,,,,
626,3/19/2024,Data SA,Project,Project #4 p11,9:24 AM,12:04 PM,,,,,
627,3/19/2024,Data SA,Project,Project #4 p12,1:32 PM,2:40 PM,,,,,
628,3/19/2024,Data SA,Project,Project #4 p13,5:16 PM,5:44 PM,,,,,
629,3/19/2024,Data SA,Project,Project #4 p14,5:45 PM,6:22 PM,,,,,
630,3/20/2024,Data SA,Project,Project #4 p15,9:34 AM,9:50 AM,,,,,
631,3/20/2024,Data SA,Project,Project #4 p16,9:51 AM,10:03 AM,,,,,
632,3/20/2024,Data SA,Project,Project #4 p17,11:58 AM,12:07 PM,,,,,
633,3/20/2024,Data SA,Homework,Tries Homework,2:26 PM,3:06 PM,,,,,
634,3/20/2024,Finance,Homework,Auto Insurance Homework,3:06 PM,3:24 PM,,,,,
635,3/20/2024,Finance,Quiz,HW Quiz Ch09 pA p1,3:25 PM,4:18 PM,,,,,
636,3/21/2024,Budget,Prep,Budget prep p1,2:46 PM,3:12 PM,,,,,
637,3/21/2024,Budget,Prep,Budget prep p2,3:39 PM,5:07 PM,,,,,
638,3/21/2024,Social,Prep,Watch Love on the Spectrum,5:08 PM,5:32 PM,,,,,
639,3/21/2024,Social,Prep,Decision Making Research,5:35 PM,5:42 PM,,,,,
640,3/23/2024,Budget,Data Entry,Enter Finance Checking Data,12:42 PM,1:06 PM,,,,,
641,3/23/2024,Budget,Data Entry,Enter's Nick Data,1:07 PM,1:34 PM,,,,,
642,3/23/2024,Budget,Data Entry,Categorize Nick's Data,1:55 PM,2:34 PM,,,,,
643,3/23/2024,Budget,Data Entry,Update my expenses data p1,2:35 PM,2:55 PM,,,,,
644,3/23/2024,Budget,Data Entry,Update my expenses data p2,3:11 PM,3:40 PM,,,,,
645,3/23/2024,Budget,Coding,Code budget data processor p1,3:47 PM,4:11 PM,,,,,
646,3/23/2024,Budget,Coding,Code budget data processor p2,4:21 PM,5:25 PM,,,,,
647,3/24/2024,Circuits,Exam,Exam #3 study p1,9:45 AM,10:33 AM,,,,,
648,3/24/2024,Circuits,Exam,Exam #3 study p2,10:33 AM,10:47 AM,,,,,
649,3/24/2024,Circuits,Exam,Exam #3 study p3,10:57 AM,11:26 AM,,,,,
650,3/24/2024,Circuits,Exam,Exam #3 study p4,11:31 AM,11:55 AM,,,,,
651,3/24/2024,Circuits,Exam,Exam #3 study p5,11:56 AM,12:01 PM,,,,,
652,3/24/2024,Circuits,Exam,Exam #3 study p6,12:06 PM,12:20 PM,,,,,
653,3/24/2024,Circuits,Exam,Exam #3 study p7,12:24 PM,1:10 PM,,,,,
654,3/24/2024,Circuits,Exam,Exam #3 study p8,3:33 PM,3:51 PM,,,,,
655,3/24/2024,Circuits,Exam,Exam #3 study p9,4:02 PM,4:26 PM,,,,,
656,3/24/2024,Circuits,Exam,Exam #3 study p10,4:36 PM,5:13 PM,,,,,
657,3/24/2024,Circuits,Exam,Exam #3 study p11,5:23 PM,5:59 PM,,,,,
658,3/24/2024,Circuits,Exam,Exam #3 study p12,5:59 PM,6:08 PM,,,,,
659,3/24/2024,Circuits,Study,Exam #3 study p13,6:19 PM,6:42 PM,,,,,
660,3/24/2024,Finance,Quiz,HW Quiz Ch09 pB,7:01 PM,8:11 PM,,,,,
661,3/25/2024,Data SA,Homework,ZyBooks 6.1,11:14 AM,11:46 AM,,,,,
662,3/25/2024,Data SA,Homework,ZyBooks 6.2,11:46 AM,12:25 PM,,,,,
663,3/25/2024,Circuits,Lab,Lab #3 p1: TA office hours prep,12:26 PM,12:46 PM,,,,,
664,3/25/2024,Circuits,Lab,Lab #3 p2: TA office hours,12:52 PM,2:04 PM,,,,,
665,3/25/2024,Data SA,Homework,ZyBooks 6.3,2:31 PM,3:49 PM,,,,,
666,3/25/2024,Data SA,Homework,ZyBooks 6.5,3:49 PM,4:32 PM,,,,,
667,3/25/2024,Circuits,Exam,Exam #3 study p1,6:18 PM,7:04 PM,,,,,
668,3/26/2024,Therapy,Homework,ADHD Exercise 1A,7:50 AM,8:20 AM,,,,,
669,3/26/2024,Therapy,Homework,ADHD Exercise 1B,8:31 AM,8:45 AM,,,,,
670,3/26/2024,Therapy,Homework,ADHD Assignment Reflection,8:49 AM,9:14 AM,,,,,
671,3/26/2024,Circuits,Exam,Exam #3 study p14,10:06 AM,10:33 AM,,,,,
672,3/26/2024,Circuits,Exam,Exam #3 study p15,10:34 AM,11:49 AM,,,,,
673,3/26/2024,Circuits,Exam,Exam #3 study p16,11:58 AM,12:18 PM,,,,,
674,3/26/2024,Data SA,Quiz,Quiz #9 study p1,2:25 PM,2:50 PM,,,,,
675,3/26/2024,Data SA,Quiz,Quiz #9 study p2,2:50 PM,3:03 PM,,,,,
676,3/27/2024,Productivity,Plan,Brainstorm goals & plans p1,3:35 PM,4:00 PM,,,,,
677,3/28/2024,Finance,Quiz,Homework Quiz ch10,12:35 PM,1:31 PM,,,,,
678,3/28/2024,Circuits,Lab,Lab #3 TA office hours,2:00 PM,3:20 PM,,,,,
679,3/28/2024,Social,Plan,Nick: Tradeschool vs Hospitality,3:56 PM,5:01 PM,,,,,
680,3/28/2024,Social,Plan,Nick: Tradeschool vs Hospitality,5:11 PM,6:15 PM,,,,,
681,3/29/2024,Budget,Code,Code budget data processor p3,4:53 PM,5:07 PM,,,,,
682,3/29/2024,Budget,Code,Code budget data processor p4,7:44 PM,8:00 PM,,,,,
683,3/30/2024,Productivity,Homework,Organize Binder + Scan Time Sheets p1,9:13 AM,11:26 AM,,,,,
684,3/30/2024,Productivity,Project,Enter all spring 2024 data so far,11:27 AM,12:21 PM,,,,,
685,3/30/2024,Productivity,Project,Scan Sleep diary notes,12:24 PM,12:58 PM,,,,,
686,3/30/2024,Productivity,Project,Shed sleep diary & timesheets,1:04 PM,1:07 PM,,,,,
687,3/30/2024,My Finances,Homework,Submit 2 tax documents,1:23 PM,1:41 PM,,,,,
688,3/30/2024,Productivity,Project,Set up life binder p2,2:05 PM,3:22 PM,,,,,
689,3/30/2024,Health,Prep,Figure out toe fungus thingy,5:52 PM,6:26 PM,,,,,
690,3/31/2024,Finance,Exam,Exam #3 review p1,11:19 AM,12:08 PM,,,,,
691,3/31/2024,Finance,Exam,Exam #3 review p2,3:15 PM,3:41 PM,,,,,
692,3/31/2024,Finance,Exam,Exam #3 review p3,3:42 PM,3:55 PM,,,,,
693,3/31/2024,Finance,Exam,Exam #3 review p4,3:56 PM,4:08 PM,,,,,
694,3/31/2024,Finance,Exam,Exam #3 review p5,4:09 PM,4:22 PM,,,,,
695,3/31/2024,Finance,Exam,Exam #3 review p6,4:23 PM,4:32 PM,,,,,
696,3/31/2024,Finance,Exam,Exam #3 review p7,4:32 PM,4:45 PM,,,,,
697,3/31/2024,Finance,Exam,Exam #3 review p8,5:45 PM,6:09 PM,,,,,
698,3/31/2024,Finance,Exam,Exam #3,6:22 PM,7:02 PM,,,,,
699,3/31/2024,Circuits,Lab,Lab #3 p1,9:00 PM,10:27 PM,,,,,
700,3/31/2024,Career,Email,Respond to R&R email,10:30 PM,10:45 PM,,,,,
701,4/1/2024,Career,Application,R&R Employment Application,1:27 PM,1:48 PM,,,,,
702,4/1/2024,Career,Test,R&R  WonScore Test,1:49 PM,2:59 PM,,,,,
703,4/1/2024,Finance,Quiz,HW Quiz Ch11 pA,3:11 PM,3:52 PM,,,,,
704,4/1/2024,Finance,Homework,Life Insurance Assignment,3:52 PM,3:59 PM,,,,,
705,4/1/2024,Databases,Quiz,HW Quiz #4 p1,3:59 PM,4:26 PM,,,,,
706,4/1/2024,Databases,Quiz,HW Quiz #4 p2,6:12 PM,6:54 PM,,,,,
707,4/1/2024,Databases,Quiz,HW Quiz #4 Office Hours Prep,6:56 PM,7:10 PM,,,,,
708,4/2/2024,My Finances,Homework,Crunch Nick's #s p1,9:53 AM,10:18 AM,,,,,
709,4/2/2024,My Finances,Homework,Crunch Nick's #s p2,10:30 AM,11:24 AM,,,,,
710,4/2/2024,My Finances,Homework,Crunch Nick's #s p2 + create plan,2:04 PM,3:41 PM,,,,,
711,4/2/2024,Data SA,Project,Project #5 p1,5:30 PM,6:00 PM,,,,,
712,4/2/2024,Productivity,Data Entry,Data Entry - April,8:46 PM,9:02 PM,,,,,
713,4/3/2024,Databases,Homework,HW Quiz#4: ask questions,11:03 AM,11:09 AM,,,,,
714,4/3/2024,Data SA,Quiz,Study for Quiz#10 - Treaps & Heaps,11:46 AM,1:12 PM,,,,,
715,4/3/2024,Finance,Quiz,HW Quiz ch11 pB,1:38 PM,2:17 PM,,,,,
716,4/3/2024,Career,Email,Respond to R&R email,4:00 PM,4:11 PM,,,,,
717,4/3/2024,Data SA,Project,Project #5 p2,4:11 PM,4:36 PM,,,,,
718,4/4/2024,Data SA,Project,Project #5 p3,1:49 PM,2:48 PM,,,,,
719,4/4/2024,Data SA,Project,Project #5 p4,3:02 PM,4:02 PM,,,,,
720,4/4/2024,Data SA,Project,Project #5 p5,4:15 PM,4:55 PM,,,,,
721,4/6/2024,Data SA,Project,Project #5 p6,10:55 AM,11:56 AM,,,,,
722,4/6/2024,Data SA,Project,Project #5 p7,12:06 PM,1:07 PM,,,,,
723,4/6/2024,Data SA,Project,Project #5 p8,1:21 PM,2:24 PM,,,,,
724,4/6/2024,Data SA,Project,Project #5 p9,3:25 PM,4:23 PM,,,,,
725,4/6/2024,Data SA,Project,Project #5 p10,4:41 PM,5:25 PM,,,,,
726,4/6/2024,Data SA,Project,Project #5 p11,5:29 PM,6:31 PM,,,,,
727,4/6/2024,Data SA,Project,Project #5 p12,7:47 PM,9:35 PM,,,,,
728,4/7/2024,Data SA,Project,Project #5 p13,12:06 PM,1:06 PM,,,,,
729,4/7/2024,Data SA,Project,Project #5 p14,1:16 PM,1:48 PM,,,,,
730,4/7/2024,Data SA,Project,Project #5 p15,2:27 PM,3:26 PM,,,,,
731,4/7/2024,Data SA,Project,Project #5 p16,4:47 PM,6:18 PM,,,,,
732,4/7/2024,Data SA,Project,Project #5 p17,6:32 PM,7:12 PM,,,,,
733,4/7/2024,Career,Prep,TSP Amazon setup p1,9:00 PM,9:20 PM,,,,,
734,4/8/2024,Productivity,Plan,Weekly plan,9:13 AM,9:30 AM,,,,,
735,4/8/2024,Career,Prep,TSP Amazon setup p2,10:00 AM,10:49 AM,,,,,
736,4/8/2024,Therapy,Homework,Therapy summary,10:59 AM,11:20 AM,,,,,
737,4/9/2024,Finance,Quiz,HW Quiz ch11 pC,10:11 AM,11:31 AM,,,,,
738,4/9/2024,Databases,Project,Project 1.2-1.4 p1,11:37 AM,12:21 PM,,,,,
739,4/9/2024,Databases,Project,Project 1.2-1.4 p2,1:59 PM,2:52 PM,,,,,
740,4/10/2024,Productivity,Plan,Daily plan,8:20 AM,8:40 AM,,,,,
741,4/10/2024,Productivity,Data Entry,Enter data,8:49 AM,9:03 AM,,,,,
742,4/10/2024,Data SA,Study,Watch 4/8 Lecture,1:32 PM,3:20 PM,,,,,
743,4/10/2024,Data SA,Study,Review 4/3 lecture,3:53 PM,3:56 PM,,,,,
744,4/10/2024,Career,Email,Respond to R&R,3:57 PM,4:25 PM,,,,,
745,4/10/2024,Databases,Project,Proj 1.3 p1,6:21 PM,8:32 PM,,,,,
746,4/10/2024,Databases,Project,Proj 1.4 p1,8:32 PM,9:11 PM,,,,,
747,4/11/2024,Life,Errands,Attempt gift card cash conversion,8:31 AM,9:16 AM,,,,,
748,4/11/2024,Circuits,Study,Practice 7 Qs,9:17 AM,9:39 AM,,,,,
749,4/11/2024,Databases,Project,Project 1.4 p2,1:43 PM,2:24 PM,,,,,
750,4/11/2024,Databases,Project,Project 1.4 check work,2:57 PM,3:09 PM,,,,,
751,4/11/2024,Productivity,Plan,Revise weekly plan,3:13 PM,3:40 PM,,,,,
752,4/11/2024,Finance,Homework,Investment profile,3:40 PM,3:56 PM,,,,,
753,4/11/2024,Circuits,Lab,Final Project p1,4:27 PM,5:34 PM,,,,,
754,4/11/2024,Circuits,Lab,Final Project p2,5:44 PM,6:15 PM,,,,,
755,4/12/2024,Productivity,Plan,Make plan for today 4/12,9:56 AM,10:08 AM,,,,,
756,4/12/2024,Life,Prep,Look into DSLogon deactivation,12:27 PM,12:49 PM,,,,,
757,4/12/2024,Therapy,Homework,OCD Book pg 67-72,1:15 PM,2:37 PM,,,,,
758,4/12/2024,Circuits,Lab,Project p3,3:31 PM,4:26 PM,,,,,
759,4/12/2024,Circuits,Lab,Project p4,4:50 PM,5:50 PM,,,,,
760,4/12/2024,Circuits,Lab,Project p5,6:51 PM,7:21 PM,,,,,
761,4/13/2024,Circuits,Lab,Project p6,8:30 AM,9:36 AM,,,,,
762,4/13/2024,Data SA,Project,Project #6 p1,9:46 AM,9:56 AM,,,,,
763,4/13/2024,Data SA,Project,Project #6 p2,10:05 AM,10:59 AM,,,,,
764,4/13/2024,Data SA,Project,Project #6 p3,11:10 AM,12:20 PM,,,,,
765,4/13/2024,Data SA,Homework,ZyBooks 7.1-7.7 p1,2:13 PM,3:14 PM,,,,,
766,4/13/2024,Data SA,Homework,ZyBooks 7.1-7.7 p2,4:07 PM,5:07 PM,,,,,
767,4/13/2024,Data SA,Homework,ZyBooks 7.1-7.7 p3,5:23 PM,6:10 PM,,,,,
768,4/13/2024,Productivity,Data entry,Enter more data,7:19 PM,7:32 PM,,,,,
769,4/13/2024,Circuits,Exam,Review fixed point multiplication,7:38 PM,7:58 PM,,,,,
770,4/14/2024,Productivity,Plan,Make exam study plan draft p1,10:26 AM,12:05 PM,,,,,
771,4/14/2024,Productivity,Plan,Make exam study plan draft p2,12:14 PM,12:38 PM,,,,,
772,4/14/2024,Data SA,Project,Project #6 p4,3:27 PM,4:27 PM,,,,,
773,4/14/2024,Data SA,Project,Project #6 p4,5:19 PM,6:20 PM,,,,,
774,4/14/2024,Data SA,Project,Project #6 p5,6:29 PM,8:08 PM,,,,,
775,4/15/2024,Data SA,Exam,Quiz #1 review,10:07 AM,10:19 AM,,,,,
776,4/15/2024,Data SA,Exam,Quiz #2 review,10:19 AM,10:30 AM,,,,,
777,4/15/2024,Data SA,Project,Project #6 p6,10:49 AM,12:50 PM,,,,,
778,4/15/2024,Circuits,Lab,Project - TA office hours,1:00 PM,1:58 PM,,,,,
779,4/15/2024,Finance,Quiz,HW Quiz Ch 12 pA,2:06 PM,2:26 PM,,,,,
780,4/15/2024,Data SA,Project,Project #6 p7,2:28 PM,2:36 PM,,,,,
781,4/16/2024,Circuits,Lab,Project p7,11:23 AM,12:20 PM,,,,,
782,4/16/2024,Data SA,Prep,Prep for quizz studying,2:38 PM,2:52 PM,,,,,
783,4/17/2024,Circuits,Lab,Project p8,3:00 PM,4:30 PM,,,,,
784,4/17/2024,Data SA,Exam,Quiz #3 review Q4 review,4:46 PM,5:06 PM,,,,,
785,4/17/2024,Circuits,Lab,Project p9,5:07 PM,6:12 PM,,,,,
786,4/17/2024,Productivity,Plan,Update exam plan p1,7:27 AM,8:30 AM,,,,,
787,4/17/2024,Productivity,Plan,Update exam plan p2,8:40 AM,9:41 AM,,,,,
788,4/17/2024,Productivity,Plan,Update exam plan p3,10:06 AM,11:24 AM,,,,,
789,4/17/2024,Data SA,Exam,Make list of Q's to ask,11:26 AM,11:42 AM,,,,,
790,4/17/2024,Data SA,Exam,Quiz #5 review,11:44 AM,12:09 PM,,,,,
791,4/17/2024,Data SA,Exam,Prep quizzes ch7,12:40 PM,12:58 PM,,,,,
792,4/17/2024,Circuits,Lab,Get report checked,12:58 PM,1:10 PM,,,,,
793,4/17/2024,Data SA,Exam,Prep quizzes p2 ch9,1:14 PM,1:32 PM,,,,,
794,4/17/2024,Data SA,Exam,Review ZyBooks 7.7,1:33 PM,1:47 PM,,,,,
795,4/17/2024,Data SA,Quiz,Study for quiz #12,1:47 PM,2:35 PM,,,,,
796,4/18/2024,Data SA,Exam,Quiz #7 review,8:50 AM,9:31 AM,,,,,
797,4/18/2024,Data SA,Exam,Quiz #8 review,1:21 PM,1:37 PM,,,,,
798,4/18/2024,Data SA,Exam,"Review ZyBooks 1.4, 1.6, 3.1, 3.2",1:38 PM,2:06 PM,,,,,
799,4/18/2024,Circuits,Exam,Practice exam q1,2:08 PM,2:35 PM,,,,,
800,4/19/2024,Data SA,Exam,Quiz #9 review,10:26 AM,10:53 AM,,,,,
801,4/19/2024,Data SA,Exam,Quiz #10 review p1,10:53 AM,11:27 AM,,,,,
802,4/19/2024,Data SA,Exam,Quiz #10 review p2,11:32 AM,11:47 AM,,,,,
803,4/19/2024,Therapy,Homework,Priority list p1,11:56 AM,1:21 PM,,,,,
804,4/19/2024,Therapy,Homework,Priority list p2,1:33 PM,2:23 PM,,,,,
805,4/19/2024,Finance,Quiz,HW Quiz Ch 14,4:22 PM,5:17 PM,,,,,
806,4/19/2024,Finance,Homework,Mutual Fund Selection Assignment,5:29 PM,6:08 PM,,,,,
807,4/19/2024,Finance,Homework,Budget revised,6:08 PM,6:13 PM,,,,,
808,4/19/2024,Circuits,Exam,Practice Exam p2,6:39 PM,7:08 PM,,,,,
809,4/19/2024,Circuits,Exam,Practice Exam q3,7:09 PM,7:44 PM,,,,,
810,4/19/2024,Circuits,Exam,Practice Exam q4,8:08 PM,8:32 PM,,,,,
811,4/20/2024,Circuits,Exam,Practice Exam q5,9:34 AM,9:50 AM,,,,,
812,4/20/2024,Data SA,Exam,"ZyBooks 4.3, 4.4, 4.5, 4.6",9:52 AM,10:22 AM,,,,,
813,4/20/2024,Databases,Exam,Practice Exam setup,10:22 AM,10:37 AM,,,,,
814,4/20/2024,Databases,Exam,Practice exam set 1-2,11:18 AM,12:25 PM,,,,,
815,4/20/2024,Databases,Exam,Practice exam set 3-4,1:36 PM,1:55 PM,,,,,
816,4/20/2024,Databases,Exam,Practice exam set 5-7,2:01 PM,2:14 PM,,,,,
817,4/20/2024,Databases,Exam,Practice exam set 8-10,2:15 PM,2:47 PM,,,,,
818,4/20/2024,Data SA,Exam,"ZyBooks 4.7, 4.8, 4.9, 4.10",3:11 PM,3:24 PM,,,,,
819,4/20/2024,Data SA,Exam,"ZyBooks 5.1, 5.2, 5.3, 5.4 p1",3:25 PM,3:39 PM,,,,,
820,4/20/2024,Data SA,Exam,"ZyBooks 5.1, 5.2, 5.3, 5.4 p2",3:49 PM,4:16 PM,,,,,
821,4/20/2024,Data SA,Exam,Quiz #10 review,4:17 PM,4:34 PM,,,,,
822,4/20/2024,Data SA,Exam,Quiz #11 Review,4:34 PM,4:36 PM,,,,,
823,4/20/2024,Data SA,Exam,Quiz #12 Review,4:37 PM,4:52 PM,,,,,
824,4/20/2024,Databases,Exam,Practice Exam set #10,5:31 PM,5:51 PM,,,,,
825,4/21/2024,Productivity,Data Entry,Enter exam study data,10:29 AM,11:12 AM,,,,,
826,4/21/2024,Productivity,Plan,Revise exam plan,12:33 PM,12:47 PM,,,,,
827,4/21/2024,Data SA,Exam,ZyBooks 6.1-6.5,12:47 PM,1:23 PM,,,,,
828,4/21/2024,Data SA,Exam,ZyBooks 7.1-7.7,1:23 PM,2:04 PM,,,,,
829,4/22/2024,Productivity,Plan,Enter priority list into excel p1,9:18 AM,9:53 AM,,,,,
830,4/22/2024,Productivity,Plan,Enter priority list into excel p2,10:05 AM,12:09 PM,,,,,
831,4/22/2024,Productivity,Plan,Make daily plan,12:17 PM,12:27 PM,,,,,
832,4/22/2024,Circuits,Exam,Practice Exam,1:26 PM,2:53 PM,,,,,
833,4/23/2024,Data SA,Exam,Comprehensive Quiz Review,3:01 PM,3:55 PM,,,,,
834,4/23/2024,Data SA,Exam,Make cheat sheet,4:20 PM,4:51 PM,,,,,
835,4/23/2024,Circuits,Exam,Practice Exam,9:08 AM,10:01 AM,,,,,
836,4/23/2024,Circuits,Exam,Make cheat sheet p1,10:39 AM,10:49 AM,,,,,
837,4/23/2024,Circuits,Exam,Make cheat sheet p2,10:58 AM,11:59 AM,,,,,
838,4/23/2024,Databases,Prep,Prep HW #1-4,4:34 PM,6:01 PM,,,,,
839,4/23/2024,Databases,Exam,HW #1 review,6:25 PM,6:34 PM,,,,,
840,4/23/2024,Databases,Exam,HW #2 review,6:34 PM,6:43 PM,,,,,
841,4/23/2024,Databases,Exam,HW #3 review p1,6:43 PM,6:53 PM,,,,,
842,4/23/2024,Databases,Exam,HW #3 review p2,7:30 PM,7:59 PM,,,,,
843,4/24/2024,Databases,Exam,Make cheat sheet,9:22 AM,10:09 AM,,,,,
844,4/24/2024,Productivity,Data Entry,Data Entry,11:16 AM,11:35 AM,,,,,
845,4/24/2024,Personal Fin,Project,Work on budgeting program,12:20 PM,1:29 PM,,,,,
846,4/24/2024,Finance,Exam,Ch 10 Q Study,6:43 PM,6:51 PM,,,,,
847,4/24/2024,Finance,Exam,Ch 11-14 Study p1,6:51 PM,7:00 PM,,,,,
848,4/24/2024,Finance,Exam,Ch 11-14 Study p2,7:30 PM,7:42 PM,,,,,
849,4/24/2024,Finance,Exam,Ch 4 Exam,7:50 PM,8:30 PM,,,,,
850,4/24/2024,Data SA,Prep,Download all ZyBooks + Lectures,8:36 PM,9:08 PM,,,,,
851,4/26/2024,Life,Chores,Clean Room p1,10:39 AM,10:49 AM,,,,,
852,4/26/2024,Life,Chores,Clean Room p2,10:49 AM,11:14 AM,,,,,
853,4/26/2024,Life,Chore,Pay therapy + med co-pay,12:16 PM,12:24 PM,,,,,
854,4/26/2024,Life,Prep,Fix Amazon work account + text bob,12:24 PM,12:54 PM,,,,,
855,4/26/2024,Life,Prep,Make Amazon questions p1,12:56 PM,1:11 PM,,,,,
856,4/26/2024,Life,Prep,"Amazon: notes, write Qs, call",3:43 PM,4:31 PM,,,,,
857,4/26/2024,Life,Prep,Scan Amazon documents,4:48 PM,4:55 PM,,,,,
858,4/26/2024,Life,Chore,Put keyfob fixing stick in car,4:55 PM,5:20 PM,,,,,
859,4/26/2024,Budget,Data Entry,Enter Nick's credit data,5:49 PM,6:05 PM,,,,,
860,4/26/2024,Personal Fin,Chore,Setup heirs to vanguard vet account,6:06 PM,6:23 PM,,,,,
861,4/26/2024,Productivity,Organizing,Put notes ideas into Notion,8:15 PM,8:56 PM,,,,,
862,4/26/2024,Productivity,Data Entry,Enter data,9:17 PM,9:31 PM,,,,,
863,4/27/2024,Productivity,Plan,Make daily plan,10:25 AM,10:33 AM,,,,,
864,4/27/2024,Productivity,Homework,Collect grades data,10:34 AM,11:27 AM,,,,,
865,4/27/2024,Productivity,Homework,Q: Explore Hyper vigilance,11:42 AM,12:19 PM,,,,,
866,4/27/2024,Finance,Research,Research credit cards,12:20 PM,1:35 PM,,,,,
867,4/27/2024,Social,Homework,Get Cayce gift,1:36 PM,2:51 PM,,,,,
868,4/28/2024,Finance,Project,Code budget p1,11:10 AM,12:21 PM,,,,,
869,4/28/2024,Finance,Project,Code budget p2,12:32 PM,12:58 PM,,,,,
870,4/28/2024,Finance,Project,Code budget p3,1:19 PM,1:51 PM,,,,,
871,4/28/2024,Finance,Project,Code budget p4,3:53 PM,7:32 PM,,,,,
872,4/29/2024,Finance,Project,Code budget p5.1,11:08 AM,11:26 AM,,,,,
873,4/29/2024,Finance,Project,Code budget p5.2,11:36 AM,12:20 PM,,,,,
874,4/29/2024,Finance,Project,Code budget p6,12:31 PM,1:31 PM,,,,,
875,4/29/2024,Finance,Project,Code budget p7,3:17 PM,4:17 PM,,,,,
876,4/29/2024,Finance,Project,Code budget p8,5:01 PM,6:05 PM,,,,,
877,4/29/2024,Health,Prep,Med management notes prep,6:28 PM,6:40 PM,,,,,
878,4/29/2024,Social,Homework,Research Jessica gift,6:41 PM,6:50 PM,,,,,
879,4/29/2024,Finance,Project,Code budget p9,7:15 PM,8:07 PM,,,,,
880,4/30/2024,Finance,Project,Coding project p10,10:30 AM,11:15 AM,,,,,
881,4/30/2024,Finance,Project,Coding project p11,2:18 PM,2:50 PM,,,,,
882,4/30/2024,Finance,Project,Coding project p12,3:36 PM,4:35 PM,,,,,
883,4/30/2024,Social,Homework,Research Jessica gift,8:48 PM,8:55 PM,,,,,
884,5/1/2024,Productivity,Data Entry,Summer data entry,9:46 AM,10:03 AM,,,,,
885,5/1/2024,Health,Homework,Research Grounding Techniques,10:26 AM,10:59 AM,,,,,
